claim_type,claim_amount,fraudulent,coverage,deductible,townsize,gender,edcat,job_start_date,retire,income,marital
Theft/Vandalism,10.108,No,254,2000,"> 250,000",Male,Some college,2/10/07,No,49,Married
Wind/Hail,4.774,No,112,2000,"2,500-9,999",Female,Post-undergraduate degree,6/1/05,No,67,Married
Fire/Smoke,62.238,No,155,1000,"2,500-9,999",Male,Some college,6/26/03,No,32,Married
Fire/Smoke,571.697,No,1535,3000,"< 2,500",Male,College degree,3/27/87,No,321,Unmarried
Wind/Hail,4.924,No,184,1000,"50,000-249,999",Female,High school degree,1/13/03,No,88,Married
Fire/Smoke,1606,No,1606,3000,"2,500-9,999",Male,High school degree,12/2/67,No,335,Unmarried
Water damage,6.99,No,72,2000,"< 2,500",Male,High school degree,7/10/95,No,38,Unmarried
Theft/Vandalism,2.644,No,133,1000,"50,000-249,999",Female,Some college,9/24/03,No,68,Married
Theft/Vandalism,2.582,No,93,3000,"50,000-249,999",Female,High school degree,5/14/08,No,21,Unmarried
Fire/Smoke,113,Yes,113,1000,"50,000-249,999",Female,Some college,2/1/08,No,33,Unmarried
Theft/Vandalism,11.264,No,199,1000,"50,000-249,999",Male,College degree,5/12/02,No,140,Married
Wind/Hail,12.269,No,196,1000,"10,000-49,999",Female,High school degree,12/14/01,No,76,Married
Theft/Vandalism,3.308,No,71,3000,"2,500-9,999",Female,Some college,9/12/96,No,119,Unmarried
Fire/Smoke,240,No,240,1000,"> 250,000",Male,High school degree,6/12/93,No,56,Married
Fire/Smoke,221.911,No,556,3000,"> 250,000",Male,College degree,3/22/03,No,105,Married
Wind/Hail,8.438,No,150,1000,"10,000-49,999",Male,High school degree,4/7/92,No,129,Married
Theft/Vandalism,3.614,No,105,1000,"> 250,000",Male,Some college,11/22/08,No,32,Married
Water damage,14.744,No,101,500,"> 250,000",Female,Post-undergraduate degree,3/10/81,Yes,60,Married
Fire/Smoke,126.387,No,248,3000,"2,500-9,999",Female,High school degree,1/19/01,No,16,Unmarried
Contamination,136,Yes,136,1000,"< 2,500",Female,College degree,12/21/78,Yes,33,Unmarried
Water damage,12.205,No,152,1000,"> 250,000",Female,Some college,3/22/02,No,118,Married
Theft/Vandalism,6.554,No,137,3000,"50,000-249,999",Female,Some college,3/31/08,No,66,Married
Wind/Hail,7.885,No,106,2000,"50,000-249,999",Male,Did not complete high school,7/29/00,No,31,Married
Theft/Vandalism,8.546,No,101,3000,"> 250,000",Male,High school degree,6/6/03,No,35,Married
Water damage,14.698,No,182,1000,"10,000-49,999",Female,Some college,3/4/08,No,37,Married
Wind/Hail,21.266,No,316,2000,"50,000-249,999",Male,High school degree,11/26/88,No,140,Married
Fire/Smoke,63.942,No,145,3000,"50,000-249,999",Male,Some college,7/16/73,Yes,18,Married
Contamination,207.423,No,520,3000,"< 2,500",Female,High school degree,4/30/02,No,65,Unmarried
Theft/Vandalism,30.549,No,605,3000,"10,000-49,999",Female,High school degree,11/14/93,No,74,Married
Fire/Smoke,49.736,No,162,1000,"< 2,500",Male,College degree,4/9/02,No,40,Married
Theft/Vandalism,7.546,No,90,500,"> 250,000",Female,College degree,4/6/02,No,62,Married
Theft/Vandalism,9.56445,Yes,136,2000,"50,000-249,999",Female,Did not complete high school,9/6/08,No,29,Married
Contamination,29.752,No,103,1000,"> 250,000",Male,Some college,8/27/08,No,39,Married
Fire/Smoke,331,No,331,2000,"50,000-249,999",Female,College degree,11/5/93,No,226,Unmarried
Theft/Vandalism,3.536,No,74,1000,"50,000-249,999",Male,Did not complete high school,9/2/92,Yes,10,Married
Wind/Hail,8.54175,Yes,350,1000,"> 250,000",Male,High school degree,4/16/00,No,64,Unmarried
Contamination,34.294,No,62,1000,"50,000-249,999",Male,College degree,8/19/94,No,53,Married
Theft/Vandalism,16.266,No,318,3000,"50,000-249,999",Female,High school degree,12/16/95,Yes,22,Married
Wind/Hail,21.569,No,445,1000,"> 250,000",Female,High school degree,12/13/77,Yes,47,Unmarried
Wind/Hail,9.232,No,179,1000,"> 250,000",Female,Some college,1/16/08,No,26,Unmarried
Water damage,12.305,No,96,1000,"> 250,000",Male,High school degree,12/28/78,Yes,33,Married
Wind/Hail,4.79,No,72,1000,"2,500-9,999",Male,Some college,7/30/98,Yes,9,Unmarried
Fire/Smoke,28.642,No,69,500,"10,000-49,999",Male,College degree,8/19/94,No,46,Married
Contamination,179.922,No,429,500,"2,500-9,999",Male,Some college,10/21/97,No,95,Unmarried
Fire/Smoke,48.281,No,109,1000,"10,000-49,999",Female,High school degree,10/13/08,No,16,Unmarried
Contamination,134.385,No,333,1000,"> 250,000",Female,Did not complete high school,6/2/96,No,52,Unmarried
Wind/Hail,30.585,No,366,3000,"< 2,500",Female,High school degree,2/13/05,No,36,Married
Contamination,26.273,No,74,500,"> 250,000",Male,College degree,7/3/06,No,30,Unmarried
Contamination,248,Yes,248,3000,"> 250,000",Male,High school degree,9/16/03,No,42,Unmarried
Wind/Hail,71.4105,Yes,1400,3000,"50,000-249,999",Female,High school degree,10/5/90,No,120,Married
Contamination,63.134,No,180,1000,"50,000-249,999",Male,High school degree,10/20/07,No,48,Married
Theft/Vandalism,3.963,No,123,1000,"> 250,000",Male,Some college,7/2/06,Yes,10,Unmarried
Contamination,53.186,No,135,1000,"2,500-9,999",Male,Did not complete high school,3/28/00,No,49,Unmarried
Fire/Smoke,429.021,No,1079,3000,"10,000-49,999",Male,Some college,7/6/08,No,33,Married
Contamination,21.817,No,56,2000,"2,500-9,999",Female,Did not complete high school,3/29/07,No,19,Unmarried
Fire/Smoke,23.344,No,70,3000,"> 250,000",Male,High school degree,4/14/00,No,26,Unmarried
Wind/Hail,3.822,No,72,1000,"50,000-249,999",Male,High school degree,5/1/97,No,53,Married
Theft/Vandalism,5.743,No,94,2000,"10,000-49,999",Male,High school degree,12/25/97,No,70,Married
Fire/Smoke,39.508,No,88,1000,"50,000-249,999",Male,Some college,7/12/03,Yes,13,Unmarried
Water damage,48.906,No,495,1000,"50,000-249,999",Female,Post-undergraduate degree,5/2/85,Yes,159,Unmarried
Fire/Smoke,26.613,No,78,500,"< 2,500",Female,Some college,3/3/99,No,23,Married
Theft/Vandalism,2.019,No,59,200,"50,000-249,999",Male,Some college,4/13/08,No,23,Unmarried
Wind/Hail,29.635,No,669,3000,"> 250,000",Male,College degree,5/20/94,No,151,Unmarried
Theft/Vandalism,13.125,No,209,1000,"2,500-9,999",Male,High school degree,11/1/08,No,20,Unmarried
Fire/Smoke,23.837,No,84,1000,"10,000-49,999",Male,Did not complete high school,5/2/05,No,26,Unmarried
Water damage,13.208,No,83,1000,"50,000-249,999",Male,Some college,9/18/06,No,64,Married
Theft/Vandalism,5.015,No,90,3000,"10,000-49,999",Male,College degree,3/1/02,Yes,10,Married
Wind/Hail,2.7174,Yes,57,3000,"< 2,500",Female,Did not complete high school,9/26/04,No,35,Married
Water damage,32.601,No,256,2000,"10,000-49,999",Male,Some college,12/9/08,No,42,Married
Contamination,228,No,228,2000,"< 2,500",Male,High school degree,9/11/89,No,113,Unmarried
Wind/Hail,5.521,No,134,1000,"> 250,000",Female,Some college,6/13/97,No,41,Married
Fire/Smoke,33.996,No,85,1000,"10,000-49,999",Female,High school degree,12/28/08,No,14,Unmarried
Theft/Vandalism,13.321,No,232,3000,"50,000-249,999",Male,Some college,5/14/98,No,65,Married
Theft/Vandalism,2.664,No,152,500,"< 2,500",Female,Did not complete high school,2/24/77,Yes,26,Unmarried
Fire/Smoke,122.084,No,293,3000,"> 250,000",Male,High school degree,11/27/82,No,95,Unmarried
Contamination,97.812,No,294,1000,"50,000-249,999",Male,Some college,11/13/04,No,42,Married
Water damage,9.73035,Yes,100,500,"2,500-9,999",Male,Did not complete high school,2/10/07,No,26,Unmarried
Fire/Smoke,73.941,No,147,3000,"2,500-9,999",Female,Did not complete high school,5/5/68,Yes,34,Married
Wind/Hail,14.571,No,193,3000,"10,000-49,999",Male,Did not complete high school,7/11/06,No,24,Unmarried
Wind/Hail,2.5137,Yes,108,1000,"10,000-49,999",Female,Post-undergraduate degree,9/11/06,No,44,Married
Wind/Hail,20.478,No,574,3000,"50,000-249,999",Female,Did not complete high school,7/11/86,No,97,Unmarried
Wind/Hail,8.174,No,135,500,"> 250,000",Female,Post-undergraduate degree,5/23/02,No,37,Married
Wind/Hail,14.849,No,283,1000,"> 250,000",Female,Some college,3/14/03,No,78,Married
Theft/Vandalism,3.434,No,56,1000,"2,500-9,999",Female,Did not complete high school,3/27/96,No,47,Married
Wind/Hail,17.883,No,385,3000,"50,000-249,999",Male,High school degree,12/30/06,No,35,Married
Water damage,56.725,No,466,3000,"> 250,000",Male,Did not complete high school,5/24/84,No,98,Married
Contamination,73.711,No,186,3000,"10,000-49,999",Female,Did not complete high school,8/9/96,No,46,Unmarried
Wind/Hail,9.894,No,230,2000,"< 2,500",Male,College degree,9/26/03,No,113,Unmarried
Water damage,42.52,No,388,3000,"50,000-249,999",Female,High school degree,6/26/92,No,47,Married
Theft/Vandalism,8.787,No,158,500,"< 2,500",Female,High school degree,2/1/90,No,93,Married
Contamination,98.25165,Yes,218,2000,"50,000-249,999",Female,Post-undergraduate degree,5/10/04,No,38,Married
Fire/Smoke,435,No,435,3000,"> 250,000",Female,Some college,1/7/98,No,114,Married
Theft/Vandalism,9.88365,Yes,235,3000,"> 250,000",Female,High school degree,5/25/01,No,46,Married
Fire/Smoke,1214,No,1214,3000,"10,000-49,999",Female,Some college,1/11/06,No,72,Married
Fire/Smoke,53.504,No,168,1000,"< 2,500",Female,Post-undergraduate degree,10/30/08,No,32,Unmarried
Theft/Vandalism,63.825,No,1119,3000,"50,000-249,999",Female,College degree,8/12/03,No,83,Married
Theft/Vandalism,3.238,No,70,1000,"> 250,000",Male,Some college,4/29/86,Yes,22,Unmarried
Contamination,34.622,No,108,1000,"10,000-49,999",Female,High school degree,1/16/06,No,48,Married
Theft/Vandalism,3.323,No,68,1000,"50,000-249,999",Female,College degree,6/26/08,No,41,Unmarried
Contamination,66.931,No,180,3000,"> 250,000",Male,Some college,10/8/08,No,20,Unmarried
Wind/Hail,15.49,No,269,2000,"< 2,500",Male,High school degree,5/3/03,No,44,Married
Theft/Vandalism,6.726,No,99,500,"< 2,500",Female,High school degree,9/8/07,No,31,Married
Fire/Smoke,80.389,No,205,1000,"10,000-49,999",Male,High school degree,2/4/03,No,21,Unmarried
Wind/Hail,14.884,No,244,2000,"10,000-49,999",Male,Post-undergraduate degree,8/3/05,No,100,Unmarried
Wind/Hail,7.338,No,195,3000,"50,000-249,999",Female,High school degree,1/13/02,No,38,Unmarried
Fire/Smoke,67,No,67,1000,"50,000-249,999",Male,High school degree,11/5/90,Yes,11,Married
Wind/Hail,17.091,No,461,3000,"10,000-49,999",Female,College degree,3/11/87,No,273,Unmarried
Water damage,10.079,No,74,1000,"50,000-249,999",Male,Some college,4/9/05,No,51,Unmarried
Water damage,11.591,No,79,1000,"> 250,000",Male,High school degree,11/11/92,Yes,23,Married
Theft/Vandalism,19.399,No,377,1000,"2,500-9,999",Female,High school degree,3/14/88,No,60,Married
Water damage,9.895,No,136,1000,"50,000-249,999",Male,High school degree,6/4/86,No,91,Unmarried
Theft/Vandalism,11.8146,Yes,218,1000,"> 250,000",Male,High school degree,10/19/75,Yes,19,Unmarried
Wind/Hail,19.778,No,355,3000,"< 2,500",Male,High school degree,8/13/07,No,26,Unmarried
Wind/Hail,49.644,No,1060,3000,"10,000-49,999",Male,Some college,5/27/99,No,77,Married
Fire/Smoke,157.499,No,390,3000,"> 250,000",Male,Some college,8/10/03,No,65,Married
Fire/Smoke,74.496,No,197,2000,"10,000-49,999",Male,College degree,1/7/02,No,40,Married
Water damage,10.852,No,144,500,"50,000-249,999",Female,Did not complete high school,6/11/80,Yes,16,Unmarried
Theft/Vandalism,59.123,No,954,1000,"10,000-49,999",Female,Some college,11/16/97,No,178,Married
Water damage,12.219,No,97,500,"50,000-249,999",Male,High school degree,8/1/95,No,96,Married
Contamination,49.251,No,146,1000,"< 2,500",Male,Some college,11/6/84,No,185,Married
Fire/Smoke,88.342,No,244,2000,"50,000-249,999",Male,Some college,1/6/05,No,48,Unmarried
Wind/Hail,17.089,No,282,1000,"> 250,000",Male,High school degree,2/27/07,No,20,Unmarried
Theft/Vandalism,24.904,No,545,3000,"< 2,500",Male,Did not complete high school,4/7/86,No,49,Unmarried
Water damage,8.436,No,98,1000,"2,500-9,999",Male,College degree,11/7/01,No,63,Unmarried
Wind/Hail,13.04,No,207,2000,"10,000-49,999",Male,High school degree,8/17/05,No,30,Unmarried
Contamination,212.797,No,538,1000,"> 250,000",Female,Post-undergraduate degree,11/12/06,No,76,Unmarried
Water damage,5.215,No,70,1000,"< 2,500",Female,Some college,2/2/05,No,23,Unmarried
Fire/Smoke,140.108,No,402,2000,"< 2,500",Female,High school degree,5/10/97,No,53,Married
Wind/Hail,8.46,No,159,1000,"> 250,000",Female,College degree,2/6/96,No,76,Unmarried
Contamination,400.94,No,1036,3000,"> 250,000",Female,Some college,1/7/92,No,191,Married
Water damage,9.943,No,70,500,"10,000-49,999",Female,Did not complete high school,10/13/77,Yes,14,Married
Theft/Vandalism,8.705,No,226,1000,"10,000-49,999",Male,High school degree,12/11/98,No,49,Unmarried
Fire/Smoke,175.321,No,419,1000,"> 250,000",Male,Some college,4/29/02,No,97,Married
Wind/Hail,25.511,No,494,3000,"> 250,000",Female,College degree,12/12/03,No,37,Married
Theft/Vandalism,576.9141,Yes,3680,3000,"2,500-9,999",Male,College degree,7/6/96,No,641,Unmarried
Water damage,15.942,No,139,1000,"> 250,000",Male,Some college,8/19/05,No,96,Married
Contamination,457.914,No,1103,3000,"50,000-249,999",Male,Post-undergraduate degree,9/16/98,No,125,Unmarried
Water damage,176.515,No,1520,2000,"< 2,500",Male,High school degree,6/8/84,No,133,Married
Theft/Vandalism,69.976,No,1305,3000,"> 250,000",Male,Post-undergraduate degree,5/2/95,No,292,Married
Wind/Hail,12.951,No,213,1000,"> 250,000",Female,College degree,2/9/96,No,85,Married
Wind/Hail,24.033,No,362,2000,"50,000-249,999",Male,Some college,1/25/83,No,213,Married
Wind/Hail,18.74,No,426,3000,"50,000-249,999",Male,Some college,12/31/01,No,31,Unmarried
Theft/Vandalism,16.8714,Yes,401,3000,"< 2,500",Male,High school degree,8/24/90,No,103,Married
Theft/Vandalism,9.018,No,163,2000,"10,000-49,999",Female,College degree,10/5/94,No,123,Unmarried
Wind/Hail,26.28,No,422,3000,"2,500-9,999",Female,College degree,6/7/89,No,44,Married
Theft/Vandalism,23.999,No,393,1000,"50,000-249,999",Male,Did not complete high school,11/24/94,No,38,Married
Fire/Smoke,98,No,98,500,"50,000-249,999",Male,Some college,9/25/87,No,47,Married
Contamination,67.568,No,167,1000,"10,000-49,999",Male,College degree,8/10/96,No,51,Married
Fire/Smoke,1635,No,1635,3000,"50,000-249,999",Male,College degree,9/24/85,No,186,Married
Fire/Smoke,44.981,No,124,3000,"10,000-49,999",Male,Did not complete high school,5/17/07,No,42,Married
Theft/Vandalism,12.969,No,172,3000,"2,500-9,999",Female,High school degree,1/12/08,No,19,Unmarried
Wind/Hail,3.169,No,69,500,"> 250,000",Female,High school degree,7/11/75,Yes,26,Unmarried
Wind/Hail,2.832,No,66,1000,"50,000-249,999",Male,Did not complete high school,5/20/04,No,38,Unmarried
Wind/Hail,10.983,No,325,1000,"50,000-249,999",Female,College degree,7/15/89,No,176,Unmarried
Fire/Smoke,102.302,No,255,1000,"2,500-9,999",Female,Did not complete high school,6/22/06,No,32,Unmarried
Theft/Vandalism,4.979,No,81,2000,"2,500-9,999",Male,Did not complete high school,10/29/04,No,25,Unmarried
Theft/Vandalism,8.846,No,115,1000,"2,500-9,999",Female,College degree,12/1/08,No,19,Unmarried
Fire/Smoke,524.948,No,1328,3000,"10,000-49,999",Male,High school degree,9/4/93,No,55,Unmarried
Theft/Vandalism,34.55,No,705,3000,"10,000-49,999",Female,Post-undergraduate degree,9/12/97,No,133,Unmarried
Theft/Vandalism,24.007,No,533,2000,"> 250,000",Female,High school degree,11/27/03,No,64,Unmarried
Fire/Smoke,47.841,No,125,3000,"2,500-9,999",Male,High school degree,4/12/08,No,22,Married
Fire/Smoke,533,No,533,2000,"10,000-49,999",Male,Some college,8/2/05,No,23,Unmarried
Wind/Hail,27.041,No,448,1000,"50,000-249,999",Male,High school degree,12/27/96,No,50,Unmarried
Theft/Vandalism,7.389,No,132,1000,"< 2,500",Male,Some college,12/12/07,No,18,Married
Fire/Smoke,136.96,No,316,1000,"10,000-49,999",Female,High school degree,10/31/97,No,59,Married
Fire/Smoke,60.442,No,144,1000,"10,000-49,999",Male,Did not complete high school,1/2/92,Yes,10,Married
Fire/Smoke,96.14,No,203,3000,"50,000-249,999",Female,Did not complete high school,6/12/01,No,31,Unmarried
Wind/Hail,13.143,No,278,2000,"50,000-249,999",Female,Post-undergraduate degree,3/17/07,No,80,Married
Wind/Hail,10.869,No,229,1000,"2,500-9,999",Male,College degree,3/8/06,No,37,Unmarried
Theft/Vandalism,19.748,No,393,3000,"2,500-9,999",Male,College degree,8/16/01,No,45,Unmarried
Fire/Smoke,133.66,No,333,1000,"50,000-249,999",Male,High school degree,9/21/90,No,85,Married
Contamination,111.331,No,306,1000,"50,000-249,999",Female,College degree,6/25/08,No,42,Married
Theft/Vandalism,17.977,No,366,3000,"10,000-49,999",Female,College degree,1/31/00,No,32,Unmarried
Wind/Hail,13.194,No,387,2000,"< 2,500",Male,Did not complete high school,3/27/77,No,79,Married
Fire/Smoke,108.945,No,282,3000,"50,000-249,999",Male,Some college,5/28/89,No,169,Married
Theft/Vandalism,3.2445,Yes,117,1000,"50,000-249,999",Male,College degree,6/21/07,No,22,Unmarried
Water damage,7.109,No,110,1000,"< 2,500",Female,College degree,4/16/07,No,75,Married
Theft/Vandalism,5.499,No,81,1000,"> 250,000",Female,High school degree,3/30/01,No,33,Unmarried
Theft/Vandalism,9.327,No,165,1000,"> 250,000",Female,Some college,12/20/88,No,88,Married
Fire/Smoke,156.862,No,407,3000,"10,000-49,999",Male,High school degree,2/2/07,No,30,Married
Wind/Hail,2.223,No,200,2000,"< 2,500",Female,Some college,1/5/03,No,26,Married
Theft/Vandalism,8.363,No,195,1000,"10,000-49,999",Female,College degree,10/15/02,No,93,Unmarried
Wind/Hail,16.968,Yes,239,3000,"50,000-249,999",Male,Some college,9/9/01,No,69,Unmarried
Water damage,36.453,No,340,500,"> 250,000",Male,College degree,6/17/07,No,84,Unmarried
Fire/Smoke,109.91,No,269,1000,"2,500-9,999",Female,College degree,8/10/96,No,104,Unmarried
Fire/Smoke,163.29,No,439,1000,"> 250,000",Female,High school degree,4/17/85,No,164,Unmarried
Wind/Hail,11.686,No,239,3000,"> 250,000",Male,College degree,9/3/84,Yes,67,Unmarried
Contamination,1230,No,1230,2000,"50,000-249,999",Female,High school degree,7/30/99,No,48,Married
Wind/Hail,17.747,No,250,3000,"< 2,500",Male,Did not complete high school,2/15/90,No,131,Married
Theft/Vandalism,22.499,No,391,2000,"2,500-9,999",Male,High school degree,12/18/90,No,161,Married
Fire/Smoke,34.976,No,106,500,"< 2,500",Male,College degree,7/17/00,No,133,Married
Fire/Smoke,49.117,No,108,500,"2,500-9,999",Male,High school degree,9/15/07,No,24,Married
Theft/Vandalism,4.77,No,77,1000,"50,000-249,999",Female,High school degree,12/28/02,Yes,12,Unmarried
Theft/Vandalism,8.671,No,117,500,"< 2,500",Female,Some college,12/19/94,No,47,Unmarried
Fire/Smoke,30.3891,Yes,76,1000,"10,000-49,999",Female,High school degree,9/7/08,No,31,Unmarried
Fire/Smoke,90.616,No,187,3000,"< 2,500",Female,College degree,1/21/82,No,155,Married
Fire/Smoke,33.959,No,97,1000,"2,500-9,999",Male,High school degree,12/23/08,No,18,Unmarried
Theft/Vandalism,10.228,No,159,3000,"> 250,000",Female,Post-undergraduate degree,12/13/08,No,38,Married
Wind/Hail,2.718,No,93,500,"> 250,000",Male,High school degree,8/16/06,No,17,Unmarried
Fire/Smoke,163.939,No,366,2000,"> 250,000",Female,Post-undergraduate degree,3/3/03,No,172,Married
Wind/Hail,9.63,No,179,2000,"> 250,000",Female,College degree,8/2/08,No,101,Married
Contamination,462.139,No,1174,3000,"> 250,000",Female,College degree,4/23/78,No,345,Married
Theft/Vandalism,3.096,No,76,1000,"< 2,500",Male,Some college,12/29/75,Yes,33,Married
Wind/Hail,20.996,No,516,3000,"> 250,000",Female,High school degree,9/15/01,No,45,Married
Fire/Smoke,40.874,No,111,2000,"> 250,000",Female,College degree,4/6/06,Yes,13,Unmarried
